leakname,entries,source
www.studioauditions.com,6863,dataviper.io
www.lolaar.com,6860,dataviper.io
antiga.observatori.org,6846,dataviper.io
www.ptsys.ru,6834,dataviper.io
bibliata.tv,6831,dataviper.io
www.master-eco.fr,6830,dataviper.io
www.worldofhotels.com,6830,dataviper.io
www.caravanonzon.com,6826,dataviper.io
www.lesshadoks.com,6826,dataviper.io
www.worldofgerard.com,6801,dataviper.io
bodyhit.com,6798,dataviper.io
westauburnmedia.com,6795,dataviper.io
hairad.co.kr,6790,dataviper.io
rokcomics.co.uk,6786,dataviper.io
secure.foneport.co.uk,6786,dataviper.io
bottingforce.com (11-2019),6786,dataviper.io
6-pack.org novermber2019,6782,dataviper.io
aquariaclub.ru,6778,dataviper.io
www.agrarmodellbau.de,6777,dataviper.io
www.aspensalud.com.ar,6765,dataviper.io
www.rehabsurge.com,6764,dataviper.io
photo2018.net,6763,dataviper.io
imagemelbourne.com.au,6757,dataviper.io
louisejohnstonmanagement.com,6756,dataviper.io
ww.eliyah.com,6756,dataviper.io
eveshamphoto.net,6753,dataviper.io
mobile.galsonlabs.com,6753,dataviper.io
sheepstop.com,6751,dataviper.io
strickideen.de,6745,dataviper.io
www.efupw.com,6740,dataviper.io
www.panafrican-med-journal.com,6734,dataviper.io
www.flexeditions.com,6731,dataviper.io
www.bahrainpropertyworld.com,6722,dataviper.io
advert-space.com,6720,dataviper.io
www.goodiesruleok.com,6720,dataviper.io
xcrazy.pl,6717,dataviper.io
www.texmato.de,6710,dataviper.io
www.healthy-house.co.uk (06-2018),6708,dataviper.io
www.malabrigo-garn.de,6698,dataviper.io
vanity.designity.com,6690,dataviper.io
buscagrupos.com.br,6672,dataviper.io
grupoconcursozap.com.br,6672,dataviper.io
gruposexo.com.br,6672,dataviper.io
grupotransito.com.br,6672,dataviper.io
penguware.xyz 2019-08,6670,dataviper.io
www.fekete-sereg.hu,6668,dataviper.io
hungryforhits.com,6664,dataviper.io
socialise.co.nz,6661,dataviper.io
www.totalmx.co.uk,6661,dataviper.io
reasonforum.com,6656,dataviper.io
malaysiabakery.com,6655,dataviper.io
reasonforum.com (11-2019),6655,dataviper.io
webbydebby.com,6650,dataviper.io
www.octranspo.com,6643,dataviper.io
dipintodiblu.comShoppingShopping,6642,dataviper.io
www.navalbookdepot.com,6638,dataviper.io
dipintodiblu.comhopping,6635,dataviper.io
elawyer.com.my,6630,dataviper.io
www.malayajournal.org,6620,dataviper.io
bungkla.go.thBusinessandIndustryMarketinganddvertising,6619,dataviper.io
www.silanganpilipino.com,6619,dataviper.io
animeindir.com,6618,dataviper.io
animeindir.com (11-2019),6618,dataviper.io
nongyazai.go.th,6617,dataviper.io
tdstr.com,6615,dataviper.io
www.shareapple.com,6612,dataviper.io
www.dieselandpetroltuning.co.uk,6610,dataviper.io
www.classicoworld.com,6607,dataviper.io
www.punsuan.com,6607,dataviper.io
boxerville.se,6597,dataviper.io
www.catsuka.com,6591,dataviper.io
xor.com.ua,6591,dataviper.io
www.diiicard.de,6584,dataviper.io
www.newgame.cl,6581,dataviper.io
EnigmaGroup.org,6573,dataviper.io
SkillPvP.fr 2016,6572,dataviper.io
www.neuzelbeurs.nl,6565,dataviper.io
www.luzealegria.com.br,6559,dataviper.io
3dprinterforums.org,6558,dataviper.io
megujulaliget.hu,6554,dataviper.io
proclubs.de,6547,dataviper.io
rcbot.bots-united.com,6539,dataviper.io
www.superiorwholesaleblinds.com (12-2019),6537,dataviper.io
arhsportfood.ru,6536,dataviper.io
intranet.kacold.or.kr,6535,dataviper.io
www.lastminute-auction.com,6535,dataviper.io
www.coachbusparts.com,6521,dataviper.io
www.timefortuckerman.com,6516,dataviper.io
178.63.80.136,6515,dataviper.io
www.important-records.net,6514,dataviper.io
www.thetankatwaterheaterrescue.com,6511,dataviper.io
www.lvpei.org,6510,dataviper.io
dosenation.com (11-2019),6505,dataviper.io
dosenation.com november2019,6505,dataviper.io
fr.vehitel.com,6501,dataviper.io
forum.pokercity.nl,6499,dataviper.io
mc.xgamers.ro,6490,dataviper.io
rad.5stream.com,6486,dataviper.io
RealityBB.net (Feb 2016),6484,dataviper.io
theoriesnelhalen.nl,6481,dataviper.io
EasyCarros.com (Jun 2016),6477,dataviper.io
sonicfit.com,6465,dataviper.io
www.newfoundlanddog-database.net,6463,dataviper.io
teachersity.org,6460,dataviper.io
www.cicilsiptic.org,6458,dataviper.io
m.daewonkmc.com,6454,dataviper.io
www.rockmusicshop.eu,6454,dataviper.io
tlcomics.com,6454,dataviper.io
m.daewonkmc.comGlobalReligion,6452,dataviper.io
www.teddyhouse.com,6450,dataviper.io
tm.ua,6447,dataviper.io
forum.ta77.net,6446,dataviper.io
forums.aussievapers.com_vb,6445,dataviper.io
amigaworld.net,6437,dataviper.io
premonitionrecords.com,6435,dataviper.io
www.oscilloscope.net,6433,dataviper.io
m.cklq.com,6421,dataviper.io
us.bac-mono.com,6415,dataviper.io
www.treatmentmagazine.com,6406,dataviper.io
playballleague.com,6402,dataviper.io
gfif.udea.edu.co,6395,dataviper.io
FreshFiction,6388,dataviper.io
bluraymaesai.com,6386,dataviper.io
apps.waremode.com,6385,dataviper.io
www.chemotechnique.se,6382,dataviper.io
www.socialsecuritymission.gov.in,6375,dataviper.io
amourchretien.com,6374,dataviper.io
pandorapia.web.hanbiz.kr,6372,dataviper.io
PandoriaMC.fr,6362,dataviper.io
www.adkhighpeaks.com,6362,dataviper.io
animategroup.com,6348,dataviper.io
autonsk.info,6348,dataviper.io
www.nutritheke.de,6347,dataviper.io
ban-it.go.thBusinessandIndustryMarketinganddvertising,6345,dataviper.io
chiangyuen.go.thBusinessandIndustryMarketinganddvertising,6345,dataviper.io
mapammarit.go.thArtsandEntertainment,6345,dataviper.io
www.flaguns.com,6342,dataviper.io
classifieds.india.vc,6339,dataviper.io
www.organicfoodmarkets.com.au,6335,dataviper.io
hr.cedeterija.com (07-2019),6333,dataviper.io
chrmglobal.com,6332,dataviper.io
bellebouteille.ru,6330,dataviper.io
pandoria.fr,6328,dataviper.io
www.phdec.org.pk,6322,dataviper.io
www.opushabana.cu,6316,dataviper.io
www.healthyones.com,6308,dataviper.io
www.earthprint.com,6304,dataviper.io
hourofpower.de,6299,dataviper.io
pictorem.com,6295,dataviper.io
www.chelmusic.ru,6280,dataviper.io
staminus.net,6279,dataviper.io
contactlensshop.com.au,6273,dataviper.io
www.wholesalecabinet.us,6267,dataviper.io
www.ifmusic.co.uk,6265,dataviper.io
sochi-com.ru november2019,6265,dataviper.io
whiteshow.com,6264,dataviper.io
www.vpasports.tv,6240,dataviper.io
www.hometuitionindelhincr.com,6238,dataviper.io
sport.newsrbk.ru,6229,dataviper.io
rockmusicshop.eu,6222,dataviper.io
zzrbikes.com,6214,dataviper.io
www.multiprecio.com.es,6209,dataviper.io
BlueBookTrader.com (Dec 2015),6199,dataviper.io
BlueBooksTraders,6199,dataviper.io
Arivi.pl 6100 Name Password IP,6193,dataviper.io
khamphon.go.thArtsandEntertainmentMusicandudio,6183,dataviper.io
lampanglocal.go.thCareerandEducation,6183,dataviper.io
toongkwaikin.go.th,6183,dataviper.io
www.a-shop.ru,6182,dataviper.io
www.buese.biz,6178,dataviper.io
www.littlebigplay.com,6178,dataviper.io
atak-tekstil.com,6175,dataviper.io
anienit.org,6170,dataviper.io
tachibanashobo.co.jp,6163,dataviper.io
rkeis.aw-online.de,6160,dataviper.io
www.brooklandscaping.co.uk,6156,dataviper.io
www.connectedtalent.com,6156,dataviper.io
www.pettitsofwallingford.co.uk,6156,dataviper.io
kodpaylas.net,6152,dataviper.io
ABA,6147,dataviper.io
psychonaut.com,6145,dataviper.io
lupotherm.eu,6142,dataviper.io
www.mywavelength.co.uk,6141,dataviper.io
hindudharmaforums.com,6140,dataviper.io
www.dnamemory.co.uk,6140,dataviper.io
www.floorfittingsolutions.co.uk,6140,dataviper.io
www.richfieldflooring.co.uk,6140,dataviper.io
www.safetyflooring.uk.com,6140,dataviper.io
casadofisioterapeuta.com.brShopping,6137,dataviper.io
www.rs-tuning.sk,6137,dataviper.io
eyeglasses.quicksytes.com,6133,dataviper.io
www.tennantsdistribution.com,6132,dataviper.io
45.114.245.209,6131,dataviper.io
www.djcatholic.or.kr,6130,dataviper.io
a-shop.ru,6129,dataviper.io
career-advice-supervisor-mold-shop-dept-l9.hongsui.info,6127,dataviper.io
stipendije.info,6126,dataviper.io
old.glinskie.ru,6120,dataviper.io
www.ps3center.net,6110,dataviper.io
turbolink.it,6103,dataviper.io
comvive,6086,dataviper.io
www.evdebir.com,6084,dataviper.io
quat-rues.com,6081,dataviper.io
www.kinesiomotossicologia.it,6079,dataviper.io
nko29.ru,6075,dataviper.io
www.zum.de,6075,dataviper.io
forumtiryaki.com november2019,6071,dataviper.io
forumtiryaki.com (11-2019),6062,dataviper.io
www.hvezdarna.cz,6060,dataviper.io
GratisSpotify.se (Jan 2015),6053,dataviper.io
leadership.icsc.org,6052,dataviper.io
www.stuckradbarre.de,6037,dataviper.io
www.maz-sound.de,6031,dataviper.io
www.projectmlc.com,6027,dataviper.io
divineapparel.us,6022,dataviper.io
gprofumi.it,6021,dataviper.io
www.valledelaragon.com,6021,dataviper.io
www.superphone.bg,6019,dataviper.io
citroclubchile.cl november2019,6015,dataviper.io
citroclubchile.cl (11-2019),6008,dataviper.io
citroclubchile.cl. (11-2019),6008,dataviper.io
FPortal.de,6002,dataviper.io
www.uventa-spb.ru,6000,dataviper.io
spbftu.ru,5999,dataviper.io
Minevast Buycraft DB,5998,dataviper.io
privatni-iznajmljivaci.borming.eu,5992,dataviper.io
www.danceplat.ru,5977,dataviper.io
www.halaldeals.sg,5977,dataviper.io
cpanel.ezyqatar.com,5972,dataviper.io
lastminute.eurodesk.eu,5968,dataviper.io
api.mecure.com (03-2020),5968,dataviper.io
www.cyons.org,5966,dataviper.io
nldelphi.com dec 2016,5955,dataviper.io
galeriabudapest.com,5951,dataviper.io
pericos.com,5947,dataviper.io
dev.starfm.ca,5945,dataviper.io
arcadeneforum phpbb,5943,dataviper.io
phpbb3,5942,dataviper.io
phpbb5,5942,dataviper.io
anidex.info,5938,dataviper.io
www.estavira.com,5925,dataviper.io
tata consultancy services.txt,5924,dataviper.io
music.accept.geArtsandEntertainmentMusicandudioArtsandEntertainmentMusicandudio,5923,dataviper.io
secure.ctweather.com,5920,dataviper.io
shop.7-star.net,5912,dataviper.io
createweddingsite.com,5911,dataviper.io
www.nederlandrechtsstaat.nl,5904,dataviper.io
MultiFive.org (Aug 2016),5898,dataviper.io
www.hotelaladdin.com,5894,dataviper.io
www.ctreia.com,5892,dataviper.io
auctions-art.czArtsandEntertainmentVisualrtsandDesign,5891,dataviper.io
www.nokia-tuning.net,5889,dataviper.io
realtorforum.ru november2019,5889,dataviper.io
happy-team.org november2019,5887,dataviper.io
www.holmeslumber.com (05-2014),5887,dataviper.io
www.jobs4welding.com,5881,dataviper.io
behindthescenescharity.org,5877,dataviper.io
music.accept.ge,5877,dataviper.io
infomincer.net,5874,dataviper.io
EscapeRestart.com,5866,dataviper.io
ht.4cplus.com,5865,dataviper.io
animesue.com,5865,dataviper.io
animesue.com (11-2019),5865,dataviper.io
www.bannedapparel.us,5861,dataviper.io
healthy-ones.com,5859,dataviper.io
mpa.mb.caSportsSports,5859,dataviper.io
mpa.mb.caportsports,5857,dataviper.io
www.pippcity.de,5853,dataviper.io
informasi-karir-penjahit-kaos-and-jaket-l8.baju.us,5851,dataviper.io
cscms.de,5849,dataviper.io
TheBigDigMC,5846,dataviper.io
SQLI NIGGGA,5841,dataviper.io
www.chessvariants.com,5840,dataviper.io
www.nailtatouchi.com,5831,dataviper.io
corporatelivewire.com,5827,dataviper.io
maz-sound.com,5825,dataviper.io
forums.hamradiodeluxe.com,5824,dataviper.io
SportsTradingExchange.com,5821,dataviper.io
www.authenware.com,5816,dataviper.io
ww.w.cityukraine.info,5800,dataviper.io
shirobon.net,5798,dataviper.io
Balancek,5795,dataviper.io
offroadscramble.de,5794,dataviper.io
oldsythe,5791,dataviper.io
www.cityukraine.info,5790,dataviper.io
eoceanic.com,5788,dataviper.io
www.morocco.com,5788,dataviper.io
www.mac-newsticker.de,5786,dataviper.io
www.collegiogeometripescara.it,5785,dataviper.io
auctions-art.cz,5778,dataviper.io
basel2alhpa,5775,dataviper.io
www.cpafma.org,5771,dataviper.io
HCFGames-IPS,5766,dataviper.io
www.znpcreative.com,5766,dataviper.io
c.afaqs.com,5765,dataviper.io
www.agingpro.com,5762,dataviper.io
www.fox-military.com,5762,dataviper.io
www.bettesworths.co.uk,5758,dataviper.io
nillumbik.com.au,5747,dataviper.io
nissan-4x4.ru,5742,dataviper.io
gpma.ru,5740,dataviper.io
traveldeworld.co.in,5738,dataviper.io
congobizup.com,5737,dataviper.io
alqamees.comS,5730,dataviper.io
alqamees.comShoppingClothing,5730,dataviper.io
www.agenziaporto.it,5729,dataviper.io
www.pescasportdario.com,5725,dataviper.io
goldnumber.info,5724,dataviper.io
handbook.cea-ace.ca,5721,dataviper.io
www.axopos.com,5720,dataviper.io
www.s-thunder.com,5716,dataviper.io
HackDiscussion.com,5715,dataviper.io
koboxingforum.com,5715,dataviper.io
www.agusha.info,5712,dataviper.io
www.dizzaster.ru,5710,dataviper.io
www.gac.ca,5689,dataviper.io
cryptocoinshopping.com,5687,dataviper.io
www.domcek.org,5687,dataviper.io
zoomaru,5682,dataviper.io
www.13-6kc3bfr2e.90anbvlob.p1ai,5675,dataviper.io
autosroti.lv,5669,dataviper.io
hauntworld.com (11-2019),5667,dataviper.io
homeeasybuy.comBusinessandIndustry,5664,dataviper.io
www.ofiarowaniepanskie.pl,5664,dataviper.io
audioport.org,5658,dataviper.io
homeeasybuy.com,5653,dataviper.io
www.levican.sk,5652,dataviper.io
www.mpkpru.ru,5649,dataviper.io
fishroom.orgPeopleandocietyReligionandpirituality,5648,dataviper.io
www.rastrwin.ru,5646,dataviper.io
www.widdup.co.uk,5644,dataviper.io
ffbt.asso.fr,5643,dataviper.io
moHackz.mo,5637,dataviper.io
carrieretop.com,5635,dataviper.io
eclipserecruitment.co.ukCareerandEducationJobsandEmployment,5634,dataviper.io
newstarfastenings.com,5634,dataviper.io
venetoimports.com,5634,dataviper.io
www.libroparlato.org,5633,dataviper.io
www.pergaminosfj.com,5631,dataviper.io
eclipserecruitment.co.ukJobsandEmployment,5629,dataviper.io
angstimjob.de,5628,dataviper.io
www.wanderthewest.com,5628,dataviper.io
www.lizagsm.si,5615,dataviper.io
atbu.edu.ng,5608,dataviper.io
PSNLive2k14,5607,dataviper.io
manitech.in,5602,dataviper.io
www.miroslav.vn.ua,5590,dataviper.io
www.orangeandblack.net,5589,dataviper.io
webhalo.hu,5587,dataviper.io
ledbox.es (02-2020),5586,dataviper.io
ufa-turizm.ru,5582,dataviper.io
www.balboastitch.com,5580,dataviper.io
seniorprojects.basisschools.org,5576,dataviper.io
www.jle.org.uk,5575,dataviper.io
www.rfad.de,5575,dataviper.io
www.jazz-sawano.com,5574,dataviper.io
5k usa medical,5571,dataviper.io
cliqnship.comBusinessandIndustry,5563,dataviper.io
www.foro.pieldetoro.net,5563,dataviper.io
mastheadonline.com,5562,dataviper.io
www.shizu-toku.jp,5562,dataviper.io
cliqnship.com,5557,dataviper.io
www.radio66.de,5557,dataviper.io
shorttrackonline.info-stol db.phpSP users,5533,dataviper.io
homeland security,5526,dataviper.io
budgetvideo.com,5524,dataviper.io
www.games-news.de,5521,dataviper.io
www.j1adjbfs.p1ai,5506,dataviper.io
www.psihologieonline.ro,5504,dataviper.io
m.nimmsie.com,5499,dataviper.io
www.d2football.com,5497,dataviper.io
www.lsykx.com,5492,dataviper.io
www.princeaf.com.br,5491,dataviper.io
www.biomonitoring.cz,5487,dataviper.io
gtsofia.info,5486,dataviper.io
guitar-museum.com,5471,dataviper.io
asq.com.cn,5465,dataviper.io
asq.com.cnNewsandMedia,5464,dataviper.io
forum.thewrestlinggame.com,5463,dataviper.io
comics.ad-bazaar.com,5462,dataviper.io
comunitazione.it - db.tbuser,5457,dataviper.io
www.forum.portnov.com,5456,dataviper.io
classic.partycard-berlin.de,5450,dataviper.io
www.mirakar.com,5445,dataviper.io
medicalview.sakura.ne.jp,5443,dataviper.io
www.muxtar.com.ua,5440,dataviper.io
avaintieto.fi,5438,dataviper.io
frangente.it,5437,dataviper.io
www.okayama-international-circuit.jp,5422,dataviper.io
diecastmodelaircraft.com,5421,dataviper.io
Symantec,5420,dataviper.io
www.videolesxi.gr,5413,dataviper.io
huntingclassified.co.uk,5410,dataviper.io
BitcoinLixter,5409,dataviper.io
Mupol.es  (Jun 2016),5409,dataviper.io
espace-associatif.org,5409,dataviper.io
www.mars-inc.net,5409,dataviper.io
www.mupol.es,5409,dataviper.io
www.pointers.org.my,5409,dataviper.io
bozemanonline.com-bozemanonline.web accts,5408,dataviper.io
ioclows.orgLawandGovernmentLaw,5406,dataviper.io
www.escortdimension.net,5406,dataviper.io
biztonsagtechnikai-aruhaz.hu,5404,dataviper.io
stock2morrow.com,5401,dataviper.io
stock2morrow.comFinanceInvesting,5401,dataviper.io
www.informatiaprahovei.ro,5398,dataviper.io
www.studio-scrap.net,5397,dataviper.io
www.study-in-japan.com,5397,dataviper.io
www.iiswebhost.com,5394,dataviper.io
biztonsagabc.hu,5387,dataviper.io
theaudiodb.com,5376,dataviper.io
Hacker.org,5374,dataviper.io
forum.in-win.com,5366,dataviper.io
VileMC,5364,dataviper.io
techtrackers.net (11-2019),5364,dataviper.io
forums.zarafa.com,5363,dataviper.io
www.shoeout.ru,5352,dataviper.io
fpvlab.com,5351,dataviper.io
www.mis-sp.org.br,5351,dataviper.io
www.ravco.jp,5343,dataviper.io
m.orki.ru,5334,dataviper.io
www.brikers.com,5334,dataviper.io
WorldCoin.global,5331,dataviper.io
mercatofotografico.it,5330,dataviper.io
www.eurooldtimers.com,5327,dataviper.io
createst.altervista.org,5325,dataviper.io
wwe.createst.altervista.org,5325,dataviper.io
www.driveindia.biz,5318,dataviper.io
www.thepartstrader.com,5316,dataviper.io
boutique.axon-sl.com,5303,dataviper.io
forum-irani.com november2019,5302,dataviper.io
thaigqsoft.info,5300,dataviper.io
www.tfportal.de,5298,dataviper.io
2dlayer.com (10-2019),5291,dataviper.io
www.ecole-de-chiot.fr,5281,dataviper.io
GTA5Base.com (Jan 2016),5278,dataviper.io
www.gambia.com,5273,dataviper.io
www.firststatebali.com,5272,dataviper.io
pornuj.pornozdarma.biz,5264,dataviper.io
avtosalon.in.ua,5256,dataviper.io
www.forum.acidcave.net,5256,dataviper.io
stikeskusumahusada.ac.id,5245,dataviper.io
www.palmavela.com,5240,dataviper.io
www.desky.cz,5236,dataviper.io
water-net.co.jp,5232,dataviper.io
section101.com,5232,dataviper.io
onedaymore.holdgold.ru,5222,dataviper.io
SendToDropbox.com,5209,dataviper.io
musketier.de,5207,dataviper.io
www.hjtrans.com,5203,dataviper.io
www.holidayworldrentals.com,5202,dataviper.io
www.roller-coaster.com.au,5200,dataviper.io
aioug.org,5196,dataviper.io
www.k-1sport.de,5196,dataviper.io
www.brest-hockey.by,5195,dataviper.io
www.siano-appliance.com,5191,dataviper.io
sawarkar.in,5182,dataviper.io
www.velkd.de,5179,dataviper.io
www.masoncontractors.org,5176,dataviper.io
zycieismierc.com.pl,5176,dataviper.io
biomole.ox.or.kr,5169,dataviper.io
forum.texyon.com,5161,dataviper.io
www.masterful-magazine.com,5154,dataviper.io
skaner.p.lodz.pl,5150,dataviper.io
matrixmagic.in,5143,dataviper.io
www.writewww.com,5130,dataviper.io
www.thiele-gruppe.de,5126,dataviper.io
www.hothandbag.cn,5122,dataviper.io
www.academywomen.org,5119,dataviper.io
www.x86-secret.com,5106,dataviper.io
joyheat.com,5103,dataviper.io
xenforo_IPB,5100,dataviper.io
www.pressonline.cz,5098,dataviper.io
www.fashionbags2018.cn,5096,dataviper.io
rangevideo.com,5096,dataviper.io
www.dober.si,5089,dataviper.io
www.ecoroku.jp,5078,dataviper.io
www.itsonlycigars.com,5074,dataviper.io
raumebel.ru,5069,dataviper.io
spynets.com july2019,5069,dataviper.io
retroedicola.it,5068,dataviper.io
www.fanport.de,5061,dataviper.io
dearhelen.com,5056,dataviper.io
www.fcnorthwest.com,5053,dataviper.io
www.libreriamilitare.com,5052,dataviper.io
iturup.info,5051,dataviper.io
Jabbim.pl_June_2016,5048,dataviper.io
casadofisioterapeuta.com.brhopping,5048,dataviper.io
sindiauto.org.br,5046,dataviper.io
saspi.cz,5045,dataviper.io
www.kazlib.nabrk.kz,5045,dataviper.io
libreriamilitare.com,5044,dataviper.io
fansub.com.brArtsandEntertainment,5043,dataviper.io
infoblog.ru,5042,dataviper.io
fansub.com.br,5041,dataviper.io
casalswing.com.br,5039,dataviper.io
wsuzukiswift.dk,5038,dataviper.io
fsxserver.ru,5033,dataviper.io
www.beardeddragon.com.au,5031,dataviper.io
etymolog.ruslang.ru,5029,dataviper.io
www.infotex.ru,5025,dataviper.io
ly.luzaz.com,5023,dataviper.io
jihoon.jp,5021,dataviper.io
sfx.online50.net,5021,dataviper.io
spynets.com,5020,dataviper.io
exclusiveparfum.ru,5016,dataviper.io
fr.colman-faienceries.com,5013,dataviper.io
javaspice.com.au,5013,dataviper.io
javaspice.com.auComputerandElectronicsProgramming,5013,dataviper.io
planandplay.net,5010,dataviper.io
www.businessideafactory.com,5010,dataviper.io
www.bentokaz.com,5009,dataviper.io
100k_email_fb,5007,dataviper.io
nrigujarati.co.in,5004,dataviper.io
tech-t.co.jp,5004,dataviper.io
live.sydneypianocompetition.com.au,5002,dataviper.io
yawangreensweet.com,5001,dataviper.io
CTXMortgage.com,4996,dataviper.io
epuja.co.in,4993,dataviper.io
Novodono.com (Aug 2016),4987,dataviper.io
logocraft.com,4986,dataviper.io
www.geracaobooks.com.br,4984,dataviper.io
groovemusic.ch,4982,dataviper.io
usgmnews.com,4966,dataviper.io
nonkalong.go.th,4963,dataviper.io
gyyc.kr,4961,dataviper.io
www.editions-normant.com,4957,dataviper.io
tokyo-cool.com,4955,dataviper.io
www.morbach.de,4954,dataviper.io
dafc.info,4953,dataviper.io
annapops.beArtsandEntertainment,4948,dataviper.io
excafe.jp,4947,dataviper.io
processusphoto.com,4937,dataviper.io
www.cdocovaresa.com,4934,dataviper.io
forums.kingsoftherealm.com,4930,dataviper.io
gsinews.com,4930,dataviper.io
shopcameralightmeterscolorcalibrators.ml,4930,dataviper.io
shopcameralensesmisc.ga,4920,dataviper.io
alumni.mu.edu.ph,4913,dataviper.io
keeprunningrural.co.uk,4912,dataviper.io
www.sunwind.no,4909,dataviper.io
pacsecurities.com november2019, 4909,dataviper.io
formetica.itBusinessandIndustry,4903,dataviper.io
www.maxblack.com.au (08-2018),4900,dataviper.io
b3cupa4b7cm1eua.tk,4895,dataviper.io
cheremhovob.ru,4895,dataviper.io
puzzllo.co.kr,4893,dataviper.io
www.batterielager.de,4892,dataviper.io
forum.hollywoodcamerawork.com,4892,dataviper.io
www.mile-high.co.uk,4891,dataviper.io
shopbabyhoodedtowels.tk,4890,dataviper.io
erode.maharajamultiplex.in,4889,dataviper.io
randozone.com,4888,dataviper.io
mywavelength.org,4887,dataviper.io
oetztal-info.com,4887,dataviper.io
www.bazar2000.ru,4885,dataviper.io
www.jm.ca (12-2019),4883,dataviper.io
mbuniverse.co.uk,4880,dataviper.io
www.fmsport.ru,4880,dataviper.io
www.majkluvsvet.cz,4878,dataviper.io
sand-craft.ru,4872,dataviper.io
bpdb.alltender.com,4869,dataviper.io
flysys.i-zone.kr,4869,dataviper.io
www.southafrica.com,4868,dataviper.io
mnevniki.ru,4863,dataviper.io
trade.chinavista.com,4859,dataviper.io
gaijingamers.com,4858,dataviper.io
www.pgsskroton.com.br,4857,dataviper.io
easyreaders.net,4847,dataviper.io
www.franceholidayrentals.fr,4847,dataviper.io
www.beadazzled.net,4842,dataviper.io
www.nait.ru,4829,dataviper.io
boyarka.ukrmisto.net,4818,dataviper.io
emruzi.com november2019,4818,dataviper.io
emruzi.com. (11-2019),4814,dataviper.io
TheTimes.co.uk  (Jul 2016),4812,dataviper.io
nailslong.com,4809,dataviper.io
www.nagerforum.com,4803,dataviper.io
www.bestanalmovies.com,4799,dataviper.io
www.prom-volgograd.ru,4799,dataviper.io
www.meedios.com,4797,dataviper.io
nfontana.com.ar,4796,dataviper.io
eos-numerique.com,4796,dataviper.io
www.arinbeneficios.com.br,4793,dataviper.io
www.pokersuchmaschine.de,4792,dataviper.io
www.eclipserecruitment.co.uk,4784,dataviper.io
www.indonesianfilmcenter.com,4780,dataviper.io
bravoitalygourmet.it,4772,dataviper.io
mau5ville.com 2011,4769,dataviper.io
pc1664.pharmazie.uni-marburg.de,4766,dataviper.io
biserok.com.ua,4753,dataviper.io
www.totalpoles.co.uk (01-2019),4751,dataviper.io
www.onlinefrancestore.com,4747,dataviper.io
belozerskoe.ukrmisto.net,4735,dataviper.io
korosten.ukrmisto.net,4735,dataviper.io
boryspil.ukrmisto.net,4733,dataviper.io
www.partnerschulnetz.de,4719,dataviper.io
www.tehno-mall.ru,4719,dataviper.io
FOEDeCrypted,4718,dataviper.io
pcoptionsph.com-pcoption db110815.members,4717,dataviper.io
hpvliyiz.com november2019,4711,dataviper.io
www.vladfoot.ru,4710,dataviper.io
forum.wearerealitygames.com,4708,dataviper.io
bostoncentralchurch.org,4702,dataviper.io
arbofux.de,4693,dataviper.io
yasinovataya.ukrmisto.net,4692,dataviper.io
www.tombraider.sk,4684,dataviper.io
systamex.ca,4682,dataviper.io
noble.com.au-admin noble.users,4681,dataviper.io
classifieds.race-dezert.com,4680,dataviper.io
ewebdiscussion.com,4678,dataviper.io
vladfoot.ru,4671,dataviper.io
chernobyl.ukrmisto.net,4668,dataviper.io
pictanovo.fr,4664,dataviper.io
novogradvolynskij.ukrmisto.net,4652,dataviper.io
www.gmdiet.co.kr,4651,dataviper.io
belaya-tserkov.ukrmisto.net,4649,dataviper.io
Minecraft-Mcmarket,4648,dataviper.io
thefavouredfew.com 2019,4647,dataviper.io
9manup.com,4646,dataviper.io
natalieimbruglia.com,4645,dataviper.io
metallwoche.de,4640,dataviper.io
sanchez-frela.ru,4639,dataviper.io
inu.eurobeat-prime.com,4637,dataviper.io
www.eurogirlsforum.com,4624,dataviper.io
jobstore.ro,4622,dataviper.io
ontariocrimestoppers.ca,4621,dataviper.io
www.hoechsmann.com,4619,dataviper.io
www.midlincoln.com,4619,dataviper.io
www.dictionary.cbio.ru,4617,dataviper.io
lionsgate-fright-club.co.uk,4614,dataviper.io
www.cold-war-crisis.de,4614,dataviper.io
patriot77.ru,4608,dataviper.io
www.flamingosurprise.com,4605,dataviper.io
getwells.net.br (08-2019),4600,dataviper.io
www.testrange.in,4593,dataviper.io
hallucination.com,4590,dataviper.io
thecaratshop.co.uk,4590,dataviper.io
212.23.94.65,4587,dataviper.io
shusanki.org,4582,dataviper.io
sobraci.com.br,4581,dataviper.io
erinyang.com,4580,dataviper.io
www.on-ice.it,4575,dataviper.io
unico94.ru,4573,dataviper.io
www.esibirsi.it,4565,dataviper.io
serk.velvet.ee,4562,dataviper.io
www.iadvlkarnataka.org,4559,dataviper.io
thaipetonline.com,4557,dataviper.io
nine-star.net,4546,dataviper.io
www.javaspice.com.au,4546,dataviper.io
PorscheCars.com (Aug 2016),4541,dataviper.io
Anqn.com (Aug 2016),4539,dataviper.io
www.rosyjskiecd.xen.pl,4536,dataviper.io
universalmetropolis.com,4524,dataviper.io
processautomation.ru,4517,dataviper.io
scadanews.ru,4516,dataviper.io
www.tcbb.org,4516,dataviper.io
www.proleague.de,4515,dataviper.io
sbcglobal.net,4514,dataviper.io
www.kamchadaly.ru,4513,dataviper.io
