Database Name,Database DL Link,Database URL Source,Captcha,Direct
http://kolna.ma,http://siph0n.net/exploits.php?id=4682,http://siph0n.net/leaks.php?page=3,,
http://l33thacking.net,http://siph0n.net/exploits.php?id=4435,http://siph0n.net/leaks.php?page=6,,
http://learntelecom.bsnl.co.in/,http://siph0n.net/exploits.php?id=1115,http://siph0n.net/leaks.php?page=14,,
http://learntelecom.bsnl.co.in/,http://siph0n.net/exploits.php?id=1115,http://siph0n.net/leaks.php?page=14,,
http://ledbox.fr,http://siph0n.net/exploits.php?id=3822,http://siph0n.net/leaks.php?page=11,,
http://legalscience.io,http://siph0n.net/exploits.php?id=4947,http://siph0n.net/leaks.php,,
http://lenovolaptop.co.uk,http://siph0n.net/exploits.php?id=4304,http://siph0n.net/leaks.php?page=7,,
http://library.killersites.com,http://siph0n.net/exploits.php?id=4173,http://siph0n.net/leaks.php?page=8,,
http://lizardstresser.su - full sql db,http://siph0n.net/exploits.php?id=3667,http://siph0n.net/leaks.php?page=12,,
http://lonestarspeedzone.com,http://siph0n.net/exploits.php?id=4181,http://siph0n.net/leaks.php?page=8,,
http://lottoland.dk,http://siph0n.net/exploits.php?id=4550,http://siph0n.net/leaks.php?page=4,,
http://lpzoo.org,http://siph0n.net/exploits.php?id=3817,http://siph0n.net/leaks.php?page=11,,
http://ltap.colorado.edu + SQLi,http://siph0n.net/exploits.php?id=999,http://siph0n.net/leaks.php?page=15,,
http://m-cuture.gov.dz,http://siph0n.net/exploits.php?id=4547,http://siph0n.net/leaks.php?page=4,,
http://makehope.org,http://siph0n.net/exploits.php?id=3990,http://siph0n.net/leaks.php?page=10,,
http://makehope.org,http://siph0n.net/exploits.php?id=3990,http://siph0n.net/leaks.php?page=10,,
http://masterworld.org,http://siph0n.net/exploits.php?id=4545,http://siph0n.net/leaks.php?page=4,,
http://match-night.co.uk,http://siph0n.net/exploits.php?id=4638,http://siph0n.net/leaks.php?page=4,,
http://miami.edu,http://siph0n.net/exploits.php?id=3913,http://siph0n.net/leaks.php?page=10,,
http://mihahome.de,http://siph0n.net/exploits.php?id=4511,http://siph0n.net/leaks.php?page=5,,
http://milq.com,http://siph0n.net/exploits.php?id=4370,http://siph0n.net/leaks.php?page=6,,
http://missouripeoplefirst.org,http://siph0n.net/exploits.php?id=3802,http://siph0n.net/leaks.php?page=11,,
http://mizihuatanejo.com,http://siph0n.net/exploits.php?id=4337,http://siph0n.net/leaks.php?page=7,,
http://mktba.org/- 40k email dump - islamic,http://siph0n.net/exploits.php?id=4657,http://siph0n.net/leaks.php?page=3,,
http://mobstub.com,http://siph0n.net/exploits.php?id=4929,http://siph0n.net/leaks.php,,
http://money.com.au,http://siph0n.net/exploits.php?id=4729,http://siph0n.net/leaks.php?page=3,,
http://monkie.in,http://siph0n.net/exploits.php?id=4071,http://siph0n.net/leaks.php?page=9,,
http://montrealamateur.com,http://siph0n.net/exploits.php?id=3973,http://siph0n.net/leaks.php?page=10,,
http://mothersenvogue.com/,http://siph0n.net/exploits.php?id=4637,http://siph0n.net/leaks.php?page=4,,
http://mpay.co.il,http://siph0n.net/exploits.php?id=3785,http://siph0n.net/leaks.php?page=11,,
http://msbte.com,http://siph0n.net/exploits.php?id=3705,http://siph0n.net/leaks.php?page=11,,
http://msbte.com,http://siph0n.net/exploits.php?id=3705,http://siph0n.net/leaks.php?page=11,,
http://mseia.net,http://siph0n.net/exploits.php?id=4085,http://siph0n.net/leaks.php?page=9,,
http://mstream.fr,http://siph0n.net/exploits.php?id=4653,http://siph0n.net/leaks.php?page=4,,
http://mwcboard.com,http://siph0n.net/exploits.php?id=4192,http://siph0n.net/leaks.php?page=8,,
http://mylosangelesescorts.com,http://siph0n.net/exploits.php?id=4256,http://siph0n.net/leaks.php?page=7,,
http://nabg.iasri.res.in,http://siph0n.net/exploits.php?id=3847,http://siph0n.net/leaks.php?page=10,,
http://nagios.com,http://siph0n.net/exploits.php?id=4292,http://siph0n.net/leaks.php?page=7,,
http://nashvillejazz.org,http://siph0n.net/exploits.php?id=4639,http://siph0n.net/leaks.php?page=4,,
http://navratnabooking.com,http://siph0n.net/exploits.php?id=4773,http://siph0n.net/leaks.php?page=2,,
http://nayatel.com,http://siph0n.net/exploits.php?id=4002,http://siph0n.net/leaks.php?page=10,,
http://neofriends.com,http://siph0n.net/exploits.php?id=3731,http://siph0n.net/leaks.php?page=11,,
http://neustar.biz,http://siph0n.net/exploits.php?id=4374,http://siph0n.net/leaks.php?page=6,,
http://newyorkescortsinfo.com,http://siph0n.net/exploits.php?id=4257,http://siph0n.net/leaks.php?page=7,,
http://nexxx.com,http://siph0n.net/exploits.php?id=4762,http://siph0n.net/leaks.php?page=3,,
http://nightgallery.ca,http://siph0n.net/exploits.php?id=3980,http://siph0n.net/leaks.php?page=10,,
http://nissanhelp.com,http://siph0n.net/exploits.php?id=3624,http://siph0n.net/leaks.php?page=12,,
http://nitb.gov.pk,http://siph0n.net/exploits.php?id=4898,http://siph0n.net/leaks.php?page=2,,
http://nownnow.tv,http://siph0n.net/exploits.php?id=4827,http://siph0n.net/leaks.php?page=2,,
http://nt-staff.com,http://siph0n.net/exploits.php?id=3790,http://siph0n.net/leaks.php?page=11,,
http://nulled.io,http://siph0n.net/exploits.php?id=4683,http://siph0n.net/leaks.php?page=3,,
http://nute.ufsc.br - 47k emails & hashs,http://siph0n.net/exploits.php?id=1165,http://siph0n.net/leaks.php?page=14,,
http://nzcca.org.nz,http://siph0n.net/exploits.php?id=4636,http://siph0n.net/leaks.php?page=4,,
http://ohio.gov/,http://siph0n.net/exploits.php?id=4476,http://siph0n.net/leaks.php?page=5,,
http://oiiuv2gwl2jhvg3j.onion - Besa Mafia,http://siph0n.net/exploits.php?id=4662,http://siph0n.net/leaks.php?page=3,,
http://old.cageprisoners.com,http://siph0n.net/exploits.php?id=4651,http://siph0n.net/leaks.php?page=4,,
http://olhardigital.uol.com.br,http://siph0n.net/exploits.php?id=3721,http://siph0n.net/leaks.php?page=11,,
http://ouselife.co.uk,http://siph0n.net/exploits.php?id=4599,http://siph0n.net/leaks.php?page=4,,
http://outwardb.com,http://siph0n.net/exploits.php?id=4355,http://siph0n.net/leaks.php?page=6,,
"http://ozsports.info - 16,908 plaintext",http://siph0n.net/exploits.php?id=3530,http://siph0n.net/leaks.php?page=13,,
http://paintisdead.com,http://siph0n.net/exploits.php?id=4179,http://siph0n.net/leaks.php?page=8,,
http://partyclick.nl,http://siph0n.net/exploits.php?id=4446,http://siph0n.net/leaks.php?page=6,,
http://pccongress.org.uk,http://siph0n.net/exploits.php?id=4272,http://siph0n.net/leaks.php?page=7,,
http://pcfone.info,http://siph0n.net/exploits.php?id=3547,http://siph0n.net/leaks.php?page=13,,
http://personal.cityu.edu.hk,http://siph0n.net/exploits.php?id=4656,http://siph0n.net/leaks.php?page=3,,
http://philsacra.ust.edu.ph,http://siph0n.net/exploits.php?id=3654,http://siph0n.net/leaks.php?page=12,,
http://phoncert.com,http://siph0n.net/exploits.php?id=3676,http://siph0n.net/leaks.php?page=11,,
http://picturingamerica.neh.gov,http://siph0n.net/exploits.php?id=4357,http://siph0n.net/leaks.php?page=6,,
http://pixarra.com,http://siph0n.net/exploits.php?id=4180,http://siph0n.net/leaks.php?page=8,,
http://plastic4you.ru,http://siph0n.net/exploits.php?id=4509,http://siph0n.net/leaks.php?page=5,,
http://plastic4you.ru/forum/,http://siph0n.net/exploits.php?id=4510,http://siph0n.net/leaks.php?page=5,,
http://plotarea.com/,http://siph0n.net/exploits.php?id=4422,http://siph0n.net/leaks.php?page=6,,
http://plymouth.ac.uk,http://siph0n.net/exploits.php?id=4444,http://siph0n.net/leaks.php?page=6,,
http://pokersuchmaschine.de,http://siph0n.net/exploits.php?id=3648,http://siph0n.net/leaks.php?page=12,,
http://police.gov.bd,http://siph0n.net/exploits.php?id=4344,http://siph0n.net/leaks.php?page=6,,
http://portal.mec.gov.br,http://siph0n.net/exploits.php?id=3798,http://siph0n.net/leaks.php?page=11,,
http://powerpulse.net,http://siph0n.net/exploits.php?id=3653,http://siph0n.net/leaks.php?page=12,,
http://pragueescortsservices.com,http://siph0n.net/exploits.php?id=4258,http://siph0n.net/leaks.php?page=7,,
http://profile.hec.gov.pk DB,http://siph0n.net/exploits.php?id=4785,http://siph0n.net/leaks.php?page=2,,
http://property.com.na,http://siph0n.net/exploits.php?id=3859,http://siph0n.net/leaks.php?page=10,,
http://property.com.na,http://siph0n.net/exploits.php?id=3859,http://siph0n.net/leaks.php?page=10,,
http://propgoldindiaa.com,http://siph0n.net/exploits.php?id=4221,http://siph0n.net/leaks.php?page=7,,
http://qatarcp.com,http://siph0n.net/exploits.php?id=3904,http://siph0n.net/leaks.php?page=10,,
http://rainbowshiu.net,http://siph0n.net/exploits.php?id=4634,http://siph0n.net/leaks.php?page=4,,
http://receive-sms.net,http://siph0n.net/exploits.php?id=4103,http://siph0n.net/leaks.php?page=9,,
http://revistahometheater.uol.com.br,http://siph0n.net/exploits.php?id=1307,http://siph0n.net/leaks.php?page=13,,
http://richboysclub.net,http://siph0n.net/exploits.php?id=4222,http://siph0n.net/leaks.php?page=7,,
http://ringroost.com,http://siph0n.net/exploits.php?id=4590,http://siph0n.net/leaks.php?page=4,,
http://romeitalyescorts.com,http://siph0n.net/exploits.php?id=4259,http://siph0n.net/leaks.php?page=7,,
http://sabziwala.in,http://siph0n.net/exploits.php?id=4354,http://siph0n.net/leaks.php?page=6,,
http://saifa.ir,http://siph0n.net/exploits.php?id=4269,http://siph0n.net/leaks.php?page=7,,
http://sail.msk.ru,http://siph0n.net/exploits.php?id=4460,http://siph0n.net/leaks.php?page=6,,
http://salalahport.com,http://siph0n.net/exploits.php?id=4903,http://siph0n.net/leaks.php,,
http://sanjavier.es,http://siph0n.net/exploits.php?id=4311,http://siph0n.net/leaks.php?page=7,,
http://science.kennesaw.edu,http://siph0n.net/exploits.php?id=4086,http://siph0n.net/leaks.php?page=9,,
http://screenkeys.com,http://siph0n.net/exploits.php?id=4141,http://siph0n.net/leaks.php?page=8,,
http://searchmagnetlocal.com,http://siph0n.net/exploits.php?id=3643,http://siph0n.net/leaks.php?page=12,,
http://secourisme.info,http://siph0n.net/exploits.php?id=3760,http://siph0n.net/leaks.php?page=11,,
http://secourisme.info,http://siph0n.net/exploits.php?id=3692,http://siph0n.net/leaks.php?page=11,,
http://segundoidioma.com,http://siph0n.net/exploits.php?id=4196,http://siph0n.net/leaks.php?page=8,,
http://sepdf.gob.mx,http://siph0n.net/exploits.php?id=4001,http://siph0n.net/leaks.php?page=10,,
http://sexsuche.com,http://siph0n.net/exploits.php?id=3626,http://siph0n.net/leaks.php?page=12,,
http://sexyirelandescorts.com,http://siph0n.net/exploits.php?id=4263,http://siph0n.net/leaks.php?page=7,,
http://sf.lm.gov.lv/ + leak,http://siph0n.net/exploits.php?id=1008,http://siph0n.net/leaks.php?page=15,,
http://sf.lm.gov.lv/ + leak,http://siph0n.net/exploits.php?id=1008,http://siph0n.net/leaks.php?page=15,,
http://shop.ufgo.org,http://siph0n.net/exploits.php?id=3931,http://siph0n.net/leaks.php?page=10,,
http://shoptrader.nl/ Customer Table,http://siph0n.net/exploits.php?id=4739,http://siph0n.net/leaks.php?page=3,,
http://shuttleprint.com,http://siph0n.net/exploits.php?id=4218,http://siph0n.net/leaks.php?page=8,,
http://sikhawareness.com,http://siph0n.net/exploits.php?id=4178,http://siph0n.net/leaks.php?page=8,,
http://smithpump.com,http://siph0n.net/exploits.php?id=4726,http://siph0n.net/leaks.php?page=3,,
http://snowdonia-society.org.uk,http://siph0n.net/exploits.php?id=3853,http://siph0n.net/leaks.php?page=10,,
http://soa4j.com,http://siph0n.net/exploits.php?id=4340,http://siph0n.net/leaks.php?page=7,,
http://som.adzu.edu.ph,http://siph0n.net/exploits.php?id=4641,http://siph0n.net/leaks.php?page=4,,
http://som.adzu.edu.ph/,http://siph0n.net/exploits.php?id=3616,http://siph0n.net/leaks.php?page=12,,
http://staminus.net,http://siph0n.net/exploits.php?id=4561,http://siph0n.net/leaks.php?page=4,,
http://stockholmescorts.org,http://siph0n.net/exploits.php?id=4260,http://siph0n.net/leaks.php?page=7,,
http://talktalk.net,http://siph0n.net/exploits.php?id=4366,http://siph0n.net/leaks.php?page=6,,
http://tamashydronic.com,http://siph0n.net/exploits.php?id=3615,http://siph0n.net/leaks.php?page=12,,
http://taptoeat.com,http://siph0n.net/exploits.php?id=4948,http://siph0n.net/leaks.php,,
http://techfactory.net,http://siph0n.net/exploits.php?id=4489,http://siph0n.net/leaks.php?page=5,,
http://teksyndicate.com,http://siph0n.net/exploits.php?id=4443,http://siph0n.net/leaks.php?page=6,,
http://tesco.com,http://siph0n.net/exploits.php?id=4390,http://siph0n.net/leaks.php?page=6,,
http://themclones.com,http://siph0n.net/exploits.php?id=4142,http://siph0n.net/leaks.php?page=8,,
http://thepressproject.net,http://siph0n.net/exploits.php?id=4291,http://siph0n.net/leaks.php?page=7,,
http://theredwood.com,http://siph0n.net/exploits.php?id=4456,http://siph0n.net/leaks.php?page=6,,
http://thesingle-life.com,http://siph0n.net/exploits.php?id=4171,http://siph0n.net/leaks.php?page=8,,
http://thesnowcentre.com,http://siph0n.net/exploits.php?id=4791,http://siph0n.net/leaks.php?page=2,,
http://thestatebank.com,http://siph0n.net/exploits.php?id=3644,http://siph0n.net/leaks.php?page=12,,
http://thevpnetwork.com,http://siph0n.net/exploits.php?id=4169,http://siph0n.net/leaks.php?page=8,,
http://thrustrp.net,http://siph0n.net/exploits.php?id=3909,http://siph0n.net/leaks.php?page=10,,
http://thustrp.net,http://siph0n.net/exploits.php?id=3887,http://siph0n.net/leaks.php?page=10,,
http://tnak.am - 1063 users,http://siph0n.net/exploits.php?id=3571,http://siph0n.net/leaks.php?page=12,,
http://tokat-bld.gov.tr,http://siph0n.net/exploits.php?id=3556,http://siph0n.net/leaks.php?page=13,,
http://tokat-bld.gov.tr,http://siph0n.net/exploits.php?id=3556,http://siph0n.net/leaks.php?page=13,,
http://transcom.mil - Emails,http://siph0n.net/exploits.php?id=3807,http://siph0n.net/leaks.php?page=11,,
http://transporte.mendoza.gov.ar,http://siph0n.net/exploits.php?id=4591,http://siph0n.net/leaks.php?page=4,,
http://tumblr.com,http://siph0n.net/exploits.php?id=4754,http://siph0n.net/leaks.php?page=3,,
http://ufscar.br,http://siph0n.net/exploits.php?id=3594,http://siph0n.net/leaks.php?page=12,,
http://ufscar.br,http://siph0n.net/exploits.php?id=3594,http://siph0n.net/leaks.php?page=12,,
http://ukindsup.co.uk,http://siph0n.net/exploits.php?id=3789,http://siph0n.net/leaks.php?page=11,,
http://ultimatehomedesign.com,http://siph0n.net/exploits.php?id=4448,http://siph0n.net/leaks.php?page=6,,
http://unfccc.int,http://siph0n.net/exploits.php?id=3907,http://siph0n.net/leaks.php?page=10,,
http://unwto.org,http://siph0n.net/exploits.php?id=4512,http://siph0n.net/leaks.php?page=5,,
http://usacops.com - Email,http://siph0n.net/exploits.php?id=3806,http://siph0n.net/leaks.php?page=11,,
http://vacmotorsports.com,http://siph0n.net/exploits.php?id=3759,http://siph0n.net/leaks.php?page=11,,
http://validdumps.ru,http://siph0n.net/exploits.php?id=3668,http://siph0n.net/leaks.php?page=11,,
http://validdumps.ru,http://siph0n.net/exploits.php?id=3668,http://siph0n.net/leaks.php?page=11,,
http://vallikodivanniarmatrimonial.in,http://siph0n.net/exploits.php?id=3647,http://siph0n.net/leaks.php?page=12,,
http://vathorst.nu | i033.nl - 8k Users,http://siph0n.net/exploits.php?id=1200,http://siph0n.net/leaks.php?page=13,,
http://vhs-austria.com,http://siph0n.net/exploits.php?id=3637,http://siph0n.net/leaks.php?page=12,,
http://vhs-belgium.com,http://siph0n.net/exploits.php?id=3636,http://siph0n.net/leaks.php?page=12,,
http://vhs-france.com,http://siph0n.net/exploits.php?id=3635,http://siph0n.net/leaks.php?page=12,,
http://vhs-germany.com,http://siph0n.net/exploits.php?id=3632,http://siph0n.net/leaks.php?page=12,,
http://vhs-portugal.com,http://siph0n.net/exploits.php?id=3634,http://siph0n.net/leaks.php?page=12,,
http://vhs-swiss.com,http://siph0n.net/exploits.php?id=3633,http://siph0n.net/leaks.php?page=12,,
http://vipescortsparis.com,http://siph0n.net/exploits.php?id=4262,http://siph0n.net/leaks.php?page=7,,
http://viplondonescortsguide.com,http://siph0n.net/exploits.php?id=4261,http://siph0n.net/leaks.php?page=7,,
http://vol4.royalcommission.vic.gov.au + SQLi,http://siph0n.net/exploits.php?id=1018,http://siph0n.net/leaks.php?page=15,,
http://waphix.mywibes.com,http://siph0n.net/exploits.php?id=4220,http://siph0n.net/leaks.php?page=8,,
http://wawftraining.eb.mil,http://siph0n.net/exploits.php?id=4003,http://siph0n.net/leaks.php?page=10,,
http://weeaboo.xyz,http://siph0n.net/exploits.php?id=3977,http://siph0n.net/leaks.php?page=10,,
http://woundsinternational.com,http://siph0n.net/exploits.php?id=3892,http://siph0n.net/leaks.php?page=10,,
http://wowfon.com,http://siph0n.net/exploits.php?id=3824,http://siph0n.net/leaks.php?page=10,,
http://wtspy.com,http://siph0n.net/exploits.php?id=4759,http://siph0n.net/leaks.php?page=3,,
http://ww.chioggiapp.it/ database leak,http://siph0n.net/exploits.php?id=990,http://siph0n.net/leaks.php?page=15,,
http://www.abax.co.jp + SQLi,http://siph0n.net/exploits.php?id=1102,http://siph0n.net/leaks.php?page=14,,
http://www.ada.org.uk,http://siph0n.net/exploits.php?id=4203,http://siph0n.net/leaks.php?page=8,,
http://www.adriansykes.co.uk + SQLi,http://siph0n.net/exploits.php?id=1113,http://siph0n.net/leaks.php?page=14,,
http://www.alesc.sc.gov.br + SQLi,http://siph0n.net/exploits.php?id=1147,http://siph0n.net/leaks.php?page=14,,
http://www.amiindia.info,http://siph0n.net/exploits.php?id=4454,http://siph0n.net/leaks.php?page=6,,
http://www.amis-musees.fr,http://siph0n.net/exploits.php?id=4270,http://siph0n.net/leaks.php?page=7,,
http://www.amnh.org,http://siph0n.net/exploits.php?id=4495,http://siph0n.net/leaks.php?page=5,,
http://www.ari.uni-heidelberg.de + SQLi,http://siph0n.net/exploits.php?id=1003,http://siph0n.net/leaks.php?page=15,,
http://www.auction-warehouse.com,http://siph0n.net/exploits.php?id=4756,http://siph0n.net/leaks.php?page=3,,
http://www.autolet.it,http://siph0n.net/exploits.php?id=4338,http://siph0n.net/leaks.php?page=7,,
http://www.awt-gpi.com,http://siph0n.net/exploits.php?id=4497,http://siph0n.net/leaks.php?page=5,,
http://www.bdp.gov.bd,http://siph0n.net/exploits.php?id=4309,http://siph0n.net/leaks.php?page=7,,
http://www.befriending.com,http://siph0n.net/exploits.php?id=4277,http://siph0n.net/leaks.php?page=7,,
http://www.bellmtcs.com,http://siph0n.net/exploits.php?id=4749,http://siph0n.net/leaks.php?page=3,,
http://www.bfsihiring.com,http://siph0n.net/exploits.php?id=4488,http://siph0n.net/leaks.php?page=5,,
http://www.bitaraf.com,http://siph0n.net/exploits.php?id=4735,http://siph0n.net/leaks.php?page=3,,
http://www.boardgamelevelup.com,http://siph0n.net/exploits.php?id=4139,http://siph0n.net/leaks.php?page=8,,
http://www.boardgamelevelup.com,http://siph0n.net/exploits.php?id=4515,http://siph0n.net/leaks.php?page=5,,
http://www.brief.org.uk,http://siph0n.net/exploits.php?id=3863,http://siph0n.net/leaks.php?page=10,,
http://www.bscc.edu,http://siph0n.net/exploits.php?id=3840,http://siph0n.net/leaks.php?page=10,,
http://www.bsru.ac.th,http://siph0n.net/exploits.php?id=3770,http://siph0n.net/leaks.php?page=11,,
http://www.bst.co.at,http://siph0n.net/exploits.php?id=4306,http://siph0n.net/leaks.php?page=7,,
http://www.budget.go.ug,http://siph0n.net/exploits.php?id=4325,http://siph0n.net/leaks.php?page=7,,
http://www.business-scripts.de,http://siph0n.net/exploits.php?id=4149,http://siph0n.net/leaks.php?page=8,,
http://www.calidus.ro/,http://siph0n.net/exploits.php?id=4144,http://siph0n.net/leaks.php?page=8,,
http://www.cambridgescp.com,http://siph0n.net/exploits.php?id=4786,http://siph0n.net/leaks.php?page=2,,
http://www.chernochumz.com,http://siph0n.net/exploits.php?id=4490,http://siph0n.net/leaks.php?page=5,,
http://www.chile-travel-picture.com + SQLi,http://siph0n.net/exploits.php?id=1068,http://siph0n.net/leaks.php?page=15,,
http://www.chromeplay.com,http://siph0n.net/exploits.php?id=4159,http://siph0n.net/leaks.php?page=8,,
http://www.chsc.or.kr,http://siph0n.net/exploits.php?id=4818,http://siph0n.net/leaks.php?page=2,,
http://www.clockfuckers.co.uk,http://siph0n.net/exploits.php?id=4274,http://siph0n.net/leaks.php?page=7,,
http://www.club300.dk,http://siph0n.net/exploits.php?id=4592,http://siph0n.net/leaks.php?page=4,,
http://www.courtofappeal.org.bs/admin/counsel.php,http://siph0n.net/exploits.php?id=1179,http://siph0n.net/leaks.php?page=13,,
http://www.daat.ac.il,http://siph0n.net/exploits.php?id=4010,http://siph0n.net/leaks.php?page=9,,
http://www.derekowens.com/v3,http://siph0n.net/exploits.php?id=989,http://siph0n.net/leaks.php?page=15,,
http://www.deways.com/,http://siph0n.net/exploits.php?id=4690,http://siph0n.net/leaks.php?page=3,,
http://www.dhiqar.net,http://siph0n.net/exploits.php?id=4235,http://siph0n.net/leaks.php?page=7,,
http://www.digitalnintendo.com,http://siph0n.net/exploits.php?id=4461,http://siph0n.net/leaks.php?page=5,,
http://www.disquantique.com,http://siph0n.net/exploits.php?id=4037,http://siph0n.net/leaks.php?page=9,,
http://www.doh.gov.ph,http://siph0n.net/exploits.php?id=4930,http://siph0n.net/leaks.php,,
http://www.doronrest.co.il,http://siph0n.net/exploits.php?id=4000,http://siph0n.net/leaks.php?page=10,,
http://www.doronrest.co.il,http://siph0n.net/exploits.php?id=4000,http://siph0n.net/leaks.php?page=10,,
http://www.du.ac.bd,http://siph0n.net/exploits.php?id=3761,http://siph0n.net/leaks.php?page=11,,
http://www.educacionquimica.info,http://siph0n.net/exploits.php?id=4566,http://siph0n.net/leaks.php?page=4,,
http://www.elmzell.se/ swedish lawfirm,http://siph0n.net/exploits.php?id=3645,http://siph0n.net/leaks.php?page=12,,
http://www.epusara.jawi.gov.my/phpmyadmin/,http://siph0n.net/exploits.php?id=1053,http://siph0n.net/leaks.php?page=15,,
http://www.equitydevelopment.co.uk,http://siph0n.net/exploits.php?id=4602,http://siph0n.net/leaks.php?page=4,,
http://www.escort-gallery.com,http://siph0n.net/exploits.php?id=4250,http://siph0n.net/leaks.php?page=7,,
http://www.fencesoftware.com/,http://siph0n.net/exploits.php?id=4167,http://siph0n.net/leaks.php?page=8,,
http://www.ferrantioliveoil.com,http://siph0n.net/exploits.php?id=4115,http://siph0n.net/leaks.php?page=9,,
http://www.filefactory.org,http://siph0n.net/exploits.php?id=4442,http://siph0n.net/leaks.php?page=6,,
http://www.fip.org + SQLi,http://siph0n.net/exploits.php?id=1097,http://siph0n.net/leaks.php?page=14,,
http://www.focusfeatures.com,http://siph0n.net/exploits.php?id=4419,http://siph0n.net/leaks.php?page=6,,
http://www.foreign.gov.bb Leak,http://siph0n.net/exploits.php?id=1203,http://siph0n.net/leaks.php?page=13,,
http://www.forumptd.com,http://siph0n.net/exploits.php?id=4524,http://siph0n.net/leaks.php?page=5,,
http://www.friendshipkey.com,http://siph0n.net/exploits.php?id=4208,http://siph0n.net/leaks.php?page=8,,
http://www.fundmediterranea.org.ar,http://siph0n.net/exploits.php?id=1076,http://siph0n.net/leaks.php?page=14,,
http://www.funsurveys.net,http://siph0n.net/exploits.php?id=3864,http://siph0n.net/leaks.php?page=10,,
http://www.fuorissimo.com,http://siph0n.net/exploits.php?id=4102,http://siph0n.net/leaks.php?page=9,,
http://www.globo.com + SQLi,http://siph0n.net/exploits.php?id=1296,http://siph0n.net/leaks.php?page=13,,
http://www.globo.com + SQLi,http://siph0n.net/exploits.php?id=1296,http://siph0n.net/leaks.php?page=13,,
http://www.golden8ball.co.uk,http://siph0n.net/exploits.php?id=4708,http://siph0n.net/leaks.php?page=3,,
http://www.goodnightsleeptight.co.uk,http://siph0n.net/exploits.php?id=4137,http://siph0n.net/leaks.php?page=8,,
http://www.hawkingtech.com,http://siph0n.net/exploits.php?id=4556,http://siph0n.net/leaks.php?page=4,,
http://www.hirexpress.in,http://siph0n.net/exploits.php?id=4763,http://siph0n.net/leaks.php?page=3,,
http://www.hoechsmann.com,http://siph0n.net/exploits.php?id=4932,http://siph0n.net/leaks.php,,
http://www.hortinews.co.ke,http://siph0n.net/exploits.php?id=4652,http://siph0n.net/leaks.php?page=4,,
http://www.hortinews.co.ke + SQLi,http://siph0n.net/exploits.php?id=1110,http://siph0n.net/leaks.php?page=14,,
http://www.hostingkey.com,http://siph0n.net/exploits.php?id=3823,http://siph0n.net/leaks.php?page=11,,
http://www.humor.co.il,http://siph0n.net/exploits.php?id=4138,http://siph0n.net/leaks.php?page=8,,
http://www.humourjuif.com,http://siph0n.net/exploits.php?id=4539,http://siph0n.net/leaks.php?page=5,,
http://www.iaf.org.il + DB,http://siph0n.net/exploits.php?id=1832,http://siph0n.net/leaks.php?page=13,,
http://www.iaf.org.il + DB,http://siph0n.net/exploits.php?id=1832,http://siph0n.net/leaks.php?page=13,,
http://www.ibchan.com,http://siph0n.net/exploits.php?id=4843,http://siph0n.net/leaks.php?page=2,,
http://www.iceplex.tv/new1/ (Ryan TV),http://siph0n.net/exploits.php?id=4799,http://siph0n.net/leaks.php?page=2,,
http://www.iec.gov.sd + SQLi,http://siph0n.net/exploits.php?id=1049,http://siph0n.net/leaks.php?page=15,,
http://www.iec.gov.sd + SQLi,http://siph0n.net/exploits.php?id=1049,http://siph0n.net/leaks.php?page=15,,
http://www.illustrators.jp,http://siph0n.net/exploits.php?id=4557,http://siph0n.net/leaks.php?page=4,,
http://www.inspec.navy.mi.th/,http://siph0n.net/exploits.php?id=1120,http://siph0n.net/leaks.php?page=14,,
http://www.ipa-iac.org,http://siph0n.net/exploits.php?id=3826,http://siph0n.net/leaks.php?page=10,,
http://www.israelenbuenosaires.com.ar,http://siph0n.net/exploits.php?id=1077,http://siph0n.net/leaks.php?page=14,,
http://www.isuzu.net.my + SQLi,http://siph0n.net/exploits.php?id=1016,http://siph0n.net/leaks.php?page=15,,
http://www.isuzu.net.my + SQLi,http://siph0n.net/exploits.php?id=1016,http://siph0n.net/leaks.php?page=15,,
http://www.itembay.ca,http://siph0n.net/exploits.php?id=3974,http://siph0n.net/leaks.php?page=10,,
http://www.itembay.ca,http://siph0n.net/exploits.php?id=3974,http://siph0n.net/leaks.php?page=10,,
http://www.iutdelta.edu.ve,http://siph0n.net/exploits.php?id=3608,http://siph0n.net/leaks.php?page=12,,
http://www.ivic.gob.ve,http://siph0n.net/exploits.php?id=3999,http://siph0n.net/leaks.php?page=10,,
http://www.jak-tv.com + SQLi,http://siph0n.net/exploits.php?id=1051,http://siph0n.net/leaks.php?page=15,,
http://www.jcm.co.uk,http://siph0n.net/exploits.php?id=4658,http://siph0n.net/leaks.php?page=3,,
http://www.jltickets.com.br,http://siph0n.net/exploits.php?id=4148,http://siph0n.net/leaks.php?page=8,,
http://www.jobs2u.co.uk,http://siph0n.net/exploits.php?id=4663,http://siph0n.net/leaks.php?page=3,,
http://www.kasseinitiatives.com + SQLi,http://siph0n.net/exploits.php?id=1065,http://siph0n.net/leaks.php?page=15,,
http://www.kizzymail.com/,http://siph0n.net/exploits.php?id=4732,http://siph0n.net/leaks.php?page=3,,
http://www.kontur55.com,http://siph0n.net/exploits.php?id=4501,http://siph0n.net/leaks.php?page=5,,
http://www.ksp.gov.in/,http://siph0n.net/exploits.php?id=4730,http://siph0n.net/leaks.php?page=3,,
