dump_name,breach_date,record_count,source
worldofwar.net,2019-04-03,1687866,BreachDirectory
jamesdelivery.com.br,2020-11-12,1677525,BreachDirectory
vipstore.com,2020-04-22,1652491,BreachDirectory
datehotbrunettes.com,2021-04-22,1650946,BreachDirectory
mefeedia.com,2020-05-16,1649336,BreachDirectory
ddo.com,2017-12-05,1645530,BreachDirectory
trei.no,2023-11-13,1644410,BreachDirectory
elitefitness.com,2019-08-20,1642771,BreachDirectory
wedmegood.com,2021-05-13,1627160,BreachDirectory
elex.com,2019-08-28,1604645,BreachDirectory
eroticy.com,2017-02-20,1598013,BreachDirectory
xfit.ru,2024-01-04,1594975,BreachDirectory
dailybooth.com,2020-05-08,1581982,BreachDirectory
condo.com,2021-02-08,1574122,BreachDirectory
bookcrossing.com,2022-09-28,1571749,BreachDirectory
htcmania.com,2020-04-06,1563241,BreachDirectory
jagex.com,2020-06-11,1557193,BreachDirectory
cointracker.io,2023-01-23,1557169,BreachDirectory
jcpenney.com,2020-10-14,1556006,BreachDirectory
joinpiggy.com,2020-11-19,1546554,BreachDirectory
ubisoft.com,2017-02-21,1540732,BreachDirectory
clashofolympus.com,2023-12-05,1535352,BreachDirectory
clixsense.com,2017-04-04,1534745,BreachDirectory
vivahealth.co.id,2021-10-13,1529897,BreachDirectory
gamesbox.com,2021-04-22,1521152,BreachDirectory
