dump_name,breach_date,record_count,source
Allbrighty.com,,,ScatteredSecrets
AllesVoorDeKinesist.com,,,ScatteredSecrets
AllesVoorDeKinesist.nl,,,ScatteredSecrets
Allmyfavorites.net,,,ScatteredSecrets
Allot.com,,,ScatteredSecrets
Alpen-Group.jp,,,ScatteredSecrets
AlphaBoards.org,,,ScatteredSecrets
Alphas.sx,,,ScatteredSecrets
AlpineReplay.com,,,ScatteredSecrets
Alshref.com,,,ScatteredSecrets
AltaCare.com,,,ScatteredSecrets
AltamuraWeb.it,,,ScatteredSecrets
Altenen.is,,,ScatteredSecrets
AltusLab.com,,,ScatteredSecrets
AlvarKarting.co.uk,,,ScatteredSecrets
Am4a.com,,,ScatteredSecrets
AmSommertalWeg.de,,,ScatteredSecrets
Amanworld.com,,,ScatteredSecrets
Amarider.co.za,,,ScatteredSecrets
AmarnathBank.com,,,ScatteredSecrets
AmaterskeVideo.cz,,,ScatteredSecrets
AmateurTheatreDatabase.co.uk,,,ScatteredSecrets
AmbroseBauer.com,,,ScatteredSecrets
AmbujaBank.com,,,ScatteredSecrets
Amexcap.com,,,ScatteredSecrets
AmiBennettAgencies.com,,,ScatteredSecrets
Amibit.si,,,ScatteredSecrets
Amicucci.it,,,ScatteredSecrets
AmieBozeman.net,,,ScatteredSecrets
AmitAgarwal.us,,,ScatteredSecrets
Amlaan.com,,,ScatteredSecrets
Amoreco.com.ec,,,ScatteredSecrets
Amplitude-Studios.com,,,ScatteredSecrets
AmreliBank.com,,,ScatteredSecrets
Amt-Games.com,,,ScatteredSecrets
AmyLeeRealty.com,,,ScatteredSecrets
AnaLesson.com,,,ScatteredSecrets
AnarchyBin.com,,,ScatteredSecrets
Anathema-Online.com,,,ScatteredSecrets
Ancestrologie.org,,,ScatteredSecrets
AndanaFilms.com,,,ScatteredSecrets
AndrewSanchezLuxuryRealty.com,,,ScatteredSecrets
Andrograde.com,,,ScatteredSecrets
AndroidForums.com,,,ScatteredSecrets
AndroidLista.com,,,ScatteredSecrets
AndroidSIS.com,,,ScatteredSecrets
AniDUB.com,,,ScatteredSecrets
AniDub.pro,,,ScatteredSecrets
AniLibria.tv,,,ScatteredSecrets
AnimalCareClinicrr.com,,,ScatteredSecrets
